origem,tipo,href,status,observacao
404.html,interno,/,ok,resolução local estática
404.html,interno,/universos,ok,resolução local estática
404.html,interno,/ofertas,ok,resolução local estática
404.html,interno,/catalogo,ok,resolução local estática
404.html,interno,/montar,ok,resolução local estática
404.html,interno,/,ok,resolução local estática
404.html,interno,/catalogo,ok,resolução local estática
404.html,interno,/busca,ok,resolução local estática
acabamentos.html,interno,/,ok,resolução local estática
acabamentos.html,interno,universos,ok,resolução local estática
acabamentos.html,interno,ofertas,ok,resolução local estática
acabamentos.html,interno,catalogo,ok,resolução local estática
acabamentos.html,interno,montar,ok,resolução local estática
acabamentos.html,interno,minha-lista,ok,resolução local estática
acabamentos.html,interno,carrinho,ok,resolução local estática
acabamentos.html,interno,casa-studio#etapas,ok,resolução local estática
acabamentos.html,interno,minha-casa,ok,resolução local estática
acabamentos.html,interno,comparativo-acabamentos,ok,resolução local estática
acabamentos.html,interno,#,controlado_por_js,indisponível até uma seleção válida
acessorios-tech.html,interno,/,ok,resolução local estática
acessorios-tech.html,interno,universos,ok,resolução local estática
acessorios-tech.html,interno,ofertas,ok,resolução local estática
acessorios-tech.html,interno,catalogo,ok,resolução local estática
acessorios-tech.html,interno,montar,ok,resolução local estática
acessorios-tech.html,interno,minha-lista,ok,resolução local estática
acessorios-tech.html,interno,carrinho,ok,resolução local estática
acessorios-tech.html,interno,comparativo-acessorios?tipo=powerbank,ok,resolução local estática
ambiente-casa.html,interno,/,ok,resolução local estática
ambiente-casa.html,interno,universos,ok,resolução local estática
ambiente-casa.html,interno,ofertas,ok,resolução local estática
ambiente-casa.html,interno,catalogo,ok,resolução local estática
ambiente-casa.html,interno,montar,ok,resolução local estática
ambiente-casa.html,interno,minha-lista,ok,resolução local estática
ambiente-casa.html,interno,carrinho,ok,resolução local estática
ambiente-casa.html,interno,minha-casa,ok,resolução local estática
ambiente-casa.html,interno,pequenos-espacos,ok,resolução local estática
ambiente-casa.html,interno,ambiente-cozinha,ok,resolução local estática
ambiente-casa.html,interno,lavanderia,ok,resolução local estática
ambiente-casa.html,interno,cinema-em-casa,ok,resolução local estática
ambiente-casa.html,interno,casa-inteligente,ok,resolução local estática
ambiente-casa.html,interno,pequenos-espacos,ok,resolução local estática
ambiente-casa.html,interno,ambiente-cozinha,ok,resolução local estática
ambiente-casa.html,interno,lavanderia,ok,resolução local estática
ambiente-casa.html,interno,casa-inteligente,ok,resolução local estática
ambiente-casa.html,interno,comparativo-casa,ok,resolução local estática
ambiente-cozinha.html,interno,/,ok,resolução local estática
ambiente-cozinha.html,interno,universos,ok,resolução local estática
ambiente-cozinha.html,interno,ofertas,ok,resolução local estática
ambiente-cozinha.html,interno,catalogo,ok,resolução local estática
ambiente-cozinha.html,interno,montar,ok,resolução local estática
ambiente-cozinha.html,interno,minha-lista,ok,resolução local estática
ambiente-cozinha.html,interno,carrinho,ok,resolução local estática
ambiente-cozinha.html,interno,cozinha,ok,resolução local estática
ambiente-cozinha.html,interno,montar-cozinha,ok,resolução local estática
ambiente-cozinha.html,interno,casa-studio?ambiente=cozinha,ok,resolução local estática
ambiente-cozinha.html,interno,comparativo-cozinha,ok,resolução local estática
ambiente-cozinha.html,interno,montar-cozinha,ok,resolução local estática
ambiente-cozinha.html,interno,montar-cozinha?modo=cafe,ok,resolução local estática
ambiente-gamer.html,interno,/,ok,resolução local estática
ambiente-gamer.html,interno,universos,ok,resolução local estática
ambiente-gamer.html,interno,ofertas,ok,resolução local estática
ambiente-gamer.html,interno,catalogo,ok,resolução local estática
ambiente-gamer.html,interno,montar,ok,resolução local estática
ambiente-gamer.html,interno,minha-lista,ok,resolução local estática
ambiente-gamer.html,interno,carrinho,ok,resolução local estática
ambiente-gamer.html,interno,montar-pc,ok,resolução local estática
ambiente-gamer.html,interno,pecas-pc,ok,resolução local estática
ambiente-gamer.html,interno,montar-pc,ok,resolução local estática
ambiente-gamer.html,interno,pecas-pc,ok,resolução local estática
ambiente-gamer.html,interno,comparativo-gamer,ok,resolução local estática
ambiente-gamer.html,interno,pecas-pc,ok,resolução local estática
ambiente-gamer.html,interno,montar-pc,ok,resolução local estática
ambientes.html,interno,/,ok,resolução local estática
ambientes.html,interno,universos,ok,resolução local estática
ambientes.html,interno,ofertas,ok,resolução local estática
ambientes.html,interno,catalogo,ok,resolução local estática
ambientes.html,interno,montar,ok,resolução local estática
ambientes.html,interno,minha-lista,ok,resolução local estática
ambientes.html,interno,carrinho,ok,resolução local estática
ambientes.html,interno,montar,ok,resolução local estática
busca.html,interno,/,ok,resolução local estática
busca.html,interno,universos,ok,resolução local estática
busca.html,interno,ofertas,ok,resolução local estática
busca.html,interno,catalogo,ok,resolução local estática
busca.html,interno,montar,ok,resolução local estática
busca.html,interno,minha-lista,ok,resolução local estática
busca.html,interno,carrinho,ok,resolução local estática
busca.html,interno,universos,ok,resolução local estática
busca.html,interno,ambientes,ok,resolução local estática
busca.html,interno,#form,ok,fragmento na mesma página
busca.html,interno,catalogo,ok,resolução local estática
busca.html,interno,montar,ok,resolução local estática
caixas-de-som.html,interno,/,ok,resolução local estática
caixas-de-som.html,interno,universos,ok,resolução local estática
caixas-de-som.html,interno,ofertas,ok,resolução local estática
caixas-de-som.html,interno,catalogo,ok,resolução local estática
caixas-de-som.html,interno,montar,ok,resolução local estática
caixas-de-som.html,interno,minha-lista,ok,resolução local estática
caixas-de-som.html,interno,carrinho,ok,resolução local estática
caixas-de-som.html,interno,comparativo-geral,ok,resolução local estática
caixas-de-som.html,interno,comparativo-philips,ok,resolução local estática
caixas-de-som.html,interno,comparativo-jbl,ok,resolução local estática
caixas-de-som.html,interno,comparativo-lg,ok,resolução local estática
caixas-de-som.html,interno,comparativo-amvox,ok,resolução local estática
caixas-de-som.html,interno,comparativo-philco,ok,resolução local estática
caixas-de-som.html,interno,comparativo-geral,ok,resolução local estática
caixas-de-som.html,interno,comparativo-geral,ok,resolução local estática
caixas-de-som.html,interno,guia-caixa-som,ok,resolução local estática
caixas-de-som.html,interno,melhores-portateis,ok,resolução local estática
caixas-de-som.html,interno,melhores-festa,ok,resolução local estática
caixas-de-som.html,interno,comparativo-geral,ok,resolução local estática
carrinho.html,interno,/,ok,resolução local estática
carrinho.html,interno,universos,ok,resolução local estática
carrinho.html,interno,ofertas,ok,resolução local estática
carrinho.html,interno,catalogo,ok,resolução local estática
carrinho.html,interno,montar,ok,resolução local estática
carrinho.html,interno,minha-lista,ok,resolução local estática
carrinho.html,interno,carrinho,ok,resolução local estática
carrinho.html,interno,catalogo,ok,resolução local estática
carrinho.html,interno,ofertas,ok,resolução local estática
carrinho.html,interno,catalogo,ok,resolução local estática
casa-inteligente.html,interno,/,ok,resolução local estática
casa-inteligente.html,interno,universos,ok,resolução local estática
casa-inteligente.html,interno,ofertas,ok,resolução local estática
casa-inteligente.html,interno,catalogo,ok,resolução local estática
casa-inteligente.html,interno,montar,ok,resolução local estática
casa-inteligente.html,interno,minha-lista,ok,resolução local estática
casa-inteligente.html,interno,carrinho,ok,resolução local estática
casa-inteligente.html,interno,comparativo-casa,ok,resolução local estática
casa-inteligente.html,interno,#,controlado_por_js,indisponível até uma seleção válida
casa-studio.html,interno,/,ok,resolução local estática
casa-studio.html,interno,universos,ok,resolução local estática
casa-studio.html,interno,ofertas,ok,resolução local estática
casa-studio.html,interno,catalogo,ok,resolução local estática
casa-studio.html,interno,montar,ok,resolução local estática
casa-studio.html,interno,minha-lista,ok,resolução local estática
casa-studio.html,interno,carrinho,ok,resolução local estática
catalogo.html,interno,/,ok,resolução local estática
catalogo.html,interno,universos,ok,resolução local estática
catalogo.html,interno,ofertas,ok,resolução local estática
catalogo.html,interno,catalogo,ok,resolução local estática
catalogo.html,interno,montar,ok,resolução local estática
catalogo.html,interno,minha-lista,ok,resolução local estática
catalogo.html,interno,carrinho,ok,resolução local estática
cinema-em-casa.html,interno,/,ok,resolução local estática
cinema-em-casa.html,interno,universos,ok,resolução local estática
cinema-em-casa.html,interno,ofertas,ok,resolução local estática
cinema-em-casa.html,interno,catalogo,ok,resolução local estática
cinema-em-casa.html,interno,montar,ok,resolução local estática
cinema-em-casa.html,interno,minha-lista,ok,resolução local estática
cinema-em-casa.html,interno,carrinho,ok,resolução local estática
cobertura-imagens.html,interno,/,ok,resolução local estática
cobertura-imagens.html,interno,universos,ok,resolução local estática
cobertura-imagens.html,interno,ofertas,ok,resolução local estática
cobertura-imagens.html,interno,catalogo,ok,resolução local estática
cobertura-imagens.html,interno,montar,ok,resolução local estática
cobertura-imagens.html,interno,minha-lista,ok,resolução local estática
cobertura-imagens.html,interno,carrinho,ok,resolução local estática
comparativo-acabamentos.html,interno,/,ok,resolução local estática
comparativo-acabamentos.html,interno,universos,ok,resolução local estática
comparativo-acabamentos.html,interno,ofertas,ok,resolução local estática
comparativo-acabamentos.html,interno,catalogo,ok,resolução local estática
comparativo-acabamentos.html,interno,montar,ok,resolução local estática
comparativo-acabamentos.html,interno,minha-lista,ok,resolução local estática
comparativo-acabamentos.html,interno,carrinho,ok,resolução local estática
comparativo-acessorios.html,interno,/,ok,resolução local estática
comparativo-acessorios.html,interno,universos,ok,resolução local estática
comparativo-acessorios.html,interno,ofertas,ok,resolução local estática
comparativo-acessorios.html,interno,catalogo,ok,resolução local estática
comparativo-acessorios.html,interno,montar,ok,resolução local estática
comparativo-acessorios.html,interno,minha-lista,ok,resolução local estática
comparativo-acessorios.html,interno,carrinho,ok,resolução local estática
comparativo-amvox.html,interno,/,ok,resolução local estática
comparativo-amvox.html,interno,universos,ok,resolução local estática
comparativo-amvox.html,interno,ofertas,ok,resolução local estática
comparativo-amvox.html,interno,catalogo,ok,resolução local estática
comparativo-amvox.html,interno,montar,ok,resolução local estática
comparativo-amvox.html,interno,minha-lista,ok,resolução local estática
comparativo-amvox.html,interno,carrinho,ok,resolução local estática
comparativo-amvox.html,interno,comparativo-geral,ok,resolução local estática
comparativo-amvox.html,externo,https://www.amvox.com.br/products/caixa-amplificada-aca-150-pop,estrutura_valida_externo,URL HTTPS
comparativo-amvox.html,externo,https://www.amvox.com.br/products/caixa-amplificada-aca-1000-newx,estrutura_valida_externo,URL HTTPS
comparativo-amvox.html,externo,https://www.amvox.com.br/products/caixa-amplificada-aca-2900,estrutura_valida_externo,URL HTTPS
comparativo-amvox.html,interno,produto-amvox-aca-150-pop,ok,resolução local estática
comparativo-amvox.html,interno,produto-amvox-aca-1000-newx,ok,resolução local estática
comparativo-amvox.html,interno,produto-amvox-aca-2900-newx,ok,resolução local estática
comparativo-casa.html,interno,/,ok,resolução local estática
comparativo-casa.html,interno,universos,ok,resolução local estática
comparativo-casa.html,interno,ofertas,ok,resolução local estática
comparativo-casa.html,interno,catalogo,ok,resolução local estática
comparativo-casa.html,interno,montar,ok,resolução local estática
comparativo-casa.html,interno,minha-lista,ok,resolução local estática
comparativo-casa.html,interno,carrinho,ok,resolução local estática
comparativo-compactos.html,interno,/,ok,resolução local estática
comparativo-compactos.html,interno,universos,ok,resolução local estática
comparativo-compactos.html,interno,ofertas,ok,resolução local estática
comparativo-compactos.html,interno,catalogo,ok,resolução local estática
comparativo-compactos.html,interno,montar,ok,resolução local estática
comparativo-compactos.html,interno,minha-lista,ok,resolução local estática
comparativo-compactos.html,interno,carrinho,ok,resolução local estática
comparativo-cozinha.html,interno,/,ok,resolução local estática
comparativo-cozinha.html,interno,universos,ok,resolução local estática
comparativo-cozinha.html,interno,ofertas,ok,resolução local estática
comparativo-cozinha.html,interno,catalogo,ok,resolução local estática
comparativo-cozinha.html,interno,montar,ok,resolução local estática
comparativo-cozinha.html,interno,minha-lista,ok,resolução local estática
comparativo-cozinha.html,interno,carrinho,ok,resolução local estática
comparativo-fones-apple.html,interno,/,ok,resolução local estática
comparativo-fones-apple.html,interno,universos,ok,resolução local estática
comparativo-fones-apple.html,interno,ofertas,ok,resolução local estática
comparativo-fones-apple.html,interno,catalogo,ok,resolução local estática
comparativo-fones-apple.html,interno,montar,ok,resolução local estática
comparativo-fones-apple.html,interno,minha-lista,ok,resolução local estática
comparativo-fones-apple.html,interno,carrinho,ok,resolução local estática
comparativo-fones-apple.html,interno,comparativo-fones,ok,resolução local estática
comparativo-fones-jbl.html,interno,/,ok,resolução local estática
comparativo-fones-jbl.html,interno,universos,ok,resolução local estática
comparativo-fones-jbl.html,interno,ofertas,ok,resolução local estática
comparativo-fones-jbl.html,interno,catalogo,ok,resolução local estática
comparativo-fones-jbl.html,interno,montar,ok,resolução local estática
comparativo-fones-jbl.html,interno,minha-lista,ok,resolução local estática
comparativo-fones-jbl.html,interno,carrinho,ok,resolução local estática
comparativo-fones-jbl.html,interno,comparativo-fones,ok,resolução local estática
comparativo-fones-qcy.html,interno,/,ok,resolução local estática
comparativo-fones-qcy.html,interno,universos,ok,resolução local estática
comparativo-fones-qcy.html,interno,ofertas,ok,resolução local estática
comparativo-fones-qcy.html,interno,catalogo,ok,resolução local estática
comparativo-fones-qcy.html,interno,montar,ok,resolução local estática
comparativo-fones-qcy.html,interno,minha-lista,ok,resolução local estática
comparativo-fones-qcy.html,interno,carrinho,ok,resolução local estática
comparativo-fones-qcy.html,interno,comparativo-fones,ok,resolução local estática
comparativo-fones-samsung.html,interno,/,ok,resolução local estática
comparativo-fones-samsung.html,interno,universos,ok,resolução local estática
comparativo-fones-samsung.html,interno,ofertas,ok,resolução local estática
comparativo-fones-samsung.html,interno,catalogo,ok,resolução local estática
comparativo-fones-samsung.html,interno,montar,ok,resolução local estática
comparativo-fones-samsung.html,interno,minha-lista,ok,resolução local estática
comparativo-fones-samsung.html,interno,carrinho,ok,resolução local estática
comparativo-fones-samsung.html,interno,comparativo-fones,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,/,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,universos,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,ofertas,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,catalogo,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,montar,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,minha-lista,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,carrinho,ok,resolução local estática
comparativo-fones-xiaomi.html,interno,comparativo-fones,ok,resolução local estática
comparativo-fones.html,interno,/,ok,resolução local estática
comparativo-fones.html,interno,universos,ok,resolução local estática
comparativo-fones.html,interno,ofertas,ok,resolução local estática
comparativo-fones.html,interno,catalogo,ok,resolução local estática
comparativo-fones.html,interno,montar,ok,resolução local estática
comparativo-fones.html,interno,minha-lista,ok,resolução local estática
comparativo-fones.html,interno,carrinho,ok,resolução local estática
comparativo-fones.html,interno,fones-de-ouvido#achados,ok,resolução local estática
comparativo-gamer.html,interno,/,ok,resolução local estática
comparativo-gamer.html,interno,universos,ok,resolução local estática
comparativo-gamer.html,interno,ofertas,ok,resolução local estática
comparativo-gamer.html,interno,catalogo,ok,resolução local estática
comparativo-gamer.html,interno,montar,ok,resolução local estática
comparativo-gamer.html,interno,minha-lista,ok,resolução local estática
comparativo-gamer.html,interno,carrinho,ok,resolução local estática
comparativo-gamer.html,interno,pecas-pc,ok,resolução local estática
comparativo-geral.html,interno,/,ok,resolução local estática
comparativo-geral.html,interno,universos,ok,resolução local estática
comparativo-geral.html,interno,ofertas,ok,resolução local estática
comparativo-geral.html,interno,catalogo,ok,resolução local estática
comparativo-geral.html,interno,montar,ok,resolução local estática
comparativo-geral.html,interno,minha-lista,ok,resolução local estática
comparativo-geral.html,interno,carrinho,ok,resolução local estática
comparativo-geral.html,interno,caixas-de-som#achados,ok,resolução local estática
comparativo-geral.html,interno,comparativo-philips,ok,resolução local estática
comparativo-geral.html,interno,comparativo-jbl,ok,resolução local estática
comparativo-geral.html,interno,comparativo-lg,ok,resolução local estática
comparativo-geral.html,interno,comparativo-amvox,ok,resolução local estática
comparativo-geral.html,interno,comparativo-philco,ok,resolução local estática
comparativo-instalacoes.html,interno,/,ok,resolução local estática
comparativo-instalacoes.html,interno,universos,ok,resolução local estática
comparativo-instalacoes.html,interno,ofertas,ok,resolução local estática
comparativo-instalacoes.html,interno,catalogo,ok,resolução local estática
comparativo-instalacoes.html,interno,montar,ok,resolução local estática
comparativo-instalacoes.html,interno,minha-lista,ok,resolução local estática
comparativo-instalacoes.html,interno,carrinho,ok,resolução local estática
comparativo-internet.html,interno,/,ok,resolução local estática
comparativo-internet.html,interno,universos,ok,resolução local estática
comparativo-internet.html,interno,ofertas,ok,resolução local estática
comparativo-internet.html,interno,catalogo,ok,resolução local estática
comparativo-internet.html,interno,montar,ok,resolução local estática
comparativo-internet.html,interno,minha-lista,ok,resolução local estática
comparativo-internet.html,interno,carrinho,ok,resolução local estática
comparativo-jbl.html,interno,/,ok,resolução local estática
comparativo-jbl.html,interno,universos,ok,resolução local estática
comparativo-jbl.html,interno,ofertas,ok,resolução local estática
comparativo-jbl.html,interno,catalogo,ok,resolução local estática
comparativo-jbl.html,interno,montar,ok,resolução local estática
comparativo-jbl.html,interno,minha-lista,ok,resolução local estática
comparativo-jbl.html,interno,carrinho,ok,resolução local estática
comparativo-jbl.html,interno,comparativo-geral,ok,resolução local estática
comparativo-jbl.html,externo,https://www.jbl.com.br/GO-4.html,estrutura_valida_externo,URL HTTPS
comparativo-jbl.html,externo,https://www.jbl.com.br/FLIP-7.html,estrutura_valida_externo,URL HTTPS
comparativo-jbl.html,externo,https://www.jbl.com.br/BOOMBOX-4.html,estrutura_valida_externo,URL HTTPS
comparativo-jbl.html,externo,https://www.jbl.com.br/JBLPBENCOREESS2BR.html,estrutura_valida_externo,URL HTTPS
comparativo-jbl.html,externo,https://www.jbl.com.br/PARTYBOX-CLUB-120.html,estrutura_valida_externo,URL HTTPS
comparativo-jbl.html,externo,https://www.jbl.com.br/PARTYBOX-STAGE-320.html,estrutura_valida_externo,URL HTTPS
comparativo-jbl.html,interno,produto-jbl-go-4,ok,resolução local estática
comparativo-jbl.html,interno,produto-jbl-flip-7,ok,resolução local estática
comparativo-jbl.html,interno,produto-jbl-boombox-4,ok,resolução local estática
comparativo-jbl.html,interno,produto-jbl-partybox-stage-320,ok,resolução local estática
comparativo-lg.html,interno,/,ok,resolução local estática
comparativo-lg.html,interno,universos,ok,resolução local estática
comparativo-lg.html,interno,ofertas,ok,resolução local estática
comparativo-lg.html,interno,catalogo,ok,resolução local estática
comparativo-lg.html,interno,montar,ok,resolução local estática
comparativo-lg.html,interno,minha-lista,ok,resolução local estática
comparativo-lg.html,interno,carrinho,ok,resolução local estática
comparativo-lg.html,interno,comparativo-geral,ok,resolução local estática
comparativo-lg.html,externo,https://www.lg.com/br/small-medium-business/audio/caixas-de-som-portateis-xboom-go/xg9s/,estrutura_valida_externo,URL HTTPS
comparativo-lg.html,externo,https://www.lg.com/br/audio/caixas-de-som-xboom/xl5t/,estrutura_valida_externo,URL HTTPS
comparativo-lg.html,externo,https://www.lg.com/br/audio/caixas-de-som-xboom/xl9t/,estrutura_valida_externo,URL HTTPS
comparativo-lg.html,interno,produto-lg-xboom-xg9s,ok,resolução local estática
comparativo-lg.html,interno,produto-lg-xboom-xl5t,ok,resolução local estática
comparativo-lg.html,interno,produto-lg-xboom-xl9t,ok,resolução local estática
comparativo-monitores.html,interno,/,ok,resolução local estática
comparativo-monitores.html,interno,universos,ok,resolução local estática
comparativo-monitores.html,interno,ofertas,ok,resolução local estática
comparativo-monitores.html,interno,catalogo,ok,resolução local estática
comparativo-monitores.html,interno,montar,ok,resolução local estática
comparativo-monitores.html,interno,minha-lista,ok,resolução local estática
comparativo-monitores.html,interno,carrinho,ok,resolução local estática
comparativo-notebooks.html,interno,/,ok,resolução local estática
comparativo-notebooks.html,interno,universos,ok,resolução local estática
comparativo-notebooks.html,interno,ofertas,ok,resolução local estática
comparativo-notebooks.html,interno,catalogo,ok,resolução local estática
comparativo-notebooks.html,interno,montar,ok,resolução local estática
comparativo-notebooks.html,interno,minha-lista,ok,resolução local estática
comparativo-notebooks.html,interno,carrinho,ok,resolução local estática
comparativo-obra.html,interno,/,ok,resolução local estática
comparativo-obra.html,interno,universos,ok,resolução local estática
comparativo-obra.html,interno,ofertas,ok,resolução local estática
comparativo-obra.html,interno,catalogo,ok,resolução local estática
comparativo-obra.html,interno,montar,ok,resolução local estática
comparativo-obra.html,interno,minha-lista,ok,resolução local estática
comparativo-obra.html,interno,carrinho,ok,resolução local estática
comparativo-philco.html,interno,/,ok,resolução local estática
comparativo-philco.html,interno,universos,ok,resolução local estática
comparativo-philco.html,interno,ofertas,ok,resolução local estática
comparativo-philco.html,interno,catalogo,ok,resolução local estática
comparativo-philco.html,interno,montar,ok,resolução local estática
comparativo-philco.html,interno,minha-lista,ok,resolução local estática
comparativo-philco.html,interno,carrinho,ok,resolução local estática
comparativo-philco.html,interno,comparativo-geral,ok,resolução local estática
comparativo-philco.html,externo,https://catalogo.britania.com.br/Produto/056603820/229,estrutura_valida_externo,URL HTTPS
comparativo-philco.html,externo,https://www.philco.com.br/caixa-de-som-boombox-philco-extreme-300w-pbx01/p,estrutura_valida_externo,URL HTTPS
comparativo-philco.html,externo,https://sac.philco.com.br/marketing/caixa_PCX4800/,estrutura_valida_externo,URL HTTPS
comparativo-philco.html,externo,https://catalogo.britania.com.br/Produto/056603822/264,estrutura_valida_externo,URL HTTPS
comparativo-philco.html,interno,produto-philco-pbs60,ok,resolução local estática
comparativo-philco.html,interno,produto-philco-pbx01,ok,resolução local estática
comparativo-philco.html,interno,produto-philco-pcx4800,ok,resolução local estática
comparativo-philco.html,interno,produto-philco-pcx22000,ok,resolução local estática
comparativo-philips.html,interno,/,ok,resolução local estática
comparativo-philips.html,interno,universos,ok,resolução local estática
comparativo-philips.html,interno,ofertas,ok,resolução local estática
comparativo-philips.html,interno,catalogo,ok,resolução local estática
comparativo-philips.html,interno,montar,ok,resolução local estática
comparativo-philips.html,interno,minha-lista,ok,resolução local estática
comparativo-philips.html,interno,carrinho,ok,resolução local estática
comparativo-philips.html,interno,comparativo-geral,ok,resolução local estática
comparativo-philips.html,externo,https://www.usa.philips.com/c-p/TAS1505B_00/wireless-speaker,estrutura_valida_externo,URL HTTPS
comparativo-philips.html,externo,https://www.philips.com.br/c-p/TAX400B_00/boombox,estrutura_valida_externo,URL HTTPS
comparativo-philips.html,externo,https://www.philips.com.br/c-p/TAX4209_78/caixa-de-som-bluetooth-para-festas,estrutura_valida_externo,URL HTTPS
comparativo-philips.html,externo,https://www.philips.com.br/c-p/TAX4000_78/caixa-de-som-bluetooth-para-festas,estrutura_valida_externo,URL HTTPS
comparativo-philips.html,externo,https://www.philips.com.br/c-p/TAX5000_78/alto-falante-bluetooth-para-festas,estrutura_valida_externo,URL HTTPS
comparativo-philips.html,externo,https://www.philips.com.br/c-p/TAX5509_78/alto-falante-bluetooth-para-festas,estrutura_valida_externo,URL HTTPS
comparativo-philips.html,interno,produto-philips-tas1505b-00,ok,resolução local estática
comparativo-philips.html,interno,produto-philips-tax400b-00,ok,resolução local estática
comparativo-philips.html,interno,produto-philips-tax5000-78,ok,resolução local estática
comparativo-philips.html,interno,produto-philips-tax5509-78,ok,resolução local estática
comparativo-projetores.html,interno,/,ok,resolução local estática
comparativo-projetores.html,interno,universos,ok,resolução local estática
comparativo-projetores.html,interno,ofertas,ok,resolução local estática
comparativo-projetores.html,interno,catalogo,ok,resolução local estática
comparativo-projetores.html,interno,montar,ok,resolução local estática
comparativo-projetores.html,interno,minha-lista,ok,resolução local estática
comparativo-projetores.html,interno,carrinho,ok,resolução local estática
comparativo-smartphones.html,interno,/,ok,resolução local estática
comparativo-smartphones.html,interno,universos,ok,resolução local estática
comparativo-smartphones.html,interno,ofertas,ok,resolução local estática
comparativo-smartphones.html,interno,catalogo,ok,resolução local estática
comparativo-smartphones.html,interno,montar,ok,resolução local estática
comparativo-smartphones.html,interno,minha-lista,ok,resolução local estática
comparativo-smartphones.html,interno,carrinho,ok,resolução local estática
comparativo-smartwatches.html,interno,/,ok,resolução local estática
comparativo-smartwatches.html,interno,universos,ok,resolução local estática
comparativo-smartwatches.html,interno,ofertas,ok,resolução local estática
comparativo-smartwatches.html,interno,catalogo,ok,resolução local estática
comparativo-smartwatches.html,interno,montar,ok,resolução local estática
comparativo-smartwatches.html,interno,minha-lista,ok,resolução local estática
comparativo-smartwatches.html,interno,carrinho,ok,resolução local estática
comparativo-soundbars.html,interno,/,ok,resolução local estática
comparativo-soundbars.html,interno,universos,ok,resolução local estática
comparativo-soundbars.html,interno,ofertas,ok,resolução local estática
comparativo-soundbars.html,interno,catalogo,ok,resolução local estática
comparativo-soundbars.html,interno,montar,ok,resolução local estática
comparativo-soundbars.html,interno,minha-lista,ok,resolução local estática
comparativo-soundbars.html,interno,carrinho,ok,resolução local estática
comparativo-tablets.html,interno,/,ok,resolução local estática
comparativo-tablets.html,interno,universos,ok,resolução local estática
comparativo-tablets.html,interno,ofertas,ok,resolução local estática
comparativo-tablets.html,interno,catalogo,ok,resolução local estática
comparativo-tablets.html,interno,montar,ok,resolução local estática
comparativo-tablets.html,interno,minha-lista,ok,resolução local estática
comparativo-tablets.html,interno,carrinho,ok,resolução local estática
comparativo-tvs.html,interno,/,ok,resolução local estática
comparativo-tvs.html,interno,universos,ok,resolução local estática
comparativo-tvs.html,interno,ofertas,ok,resolução local estática
comparativo-tvs.html,interno,catalogo,ok,resolução local estática
comparativo-tvs.html,interno,montar,ok,resolução local estática
comparativo-tvs.html,interno,minha-lista,ok,resolução local estática
comparativo-tvs.html,interno,carrinho,ok,resolução local estática
cozinha.html,interno,/,ok,resolução local estática
cozinha.html,interno,universos,ok,resolução local estática
cozinha.html,interno,ofertas,ok,resolução local estática
cozinha.html,interno,catalogo,ok,resolução local estática
cozinha.html,interno,montar,ok,resolução local estática
cozinha.html,interno,minha-lista,ok,resolução local estática
cozinha.html,interno,carrinho,ok,resolução local estática
cozinha.html,interno,montar-cozinha,ok,resolução local estática
cozinha.html,interno,casa-studio?ambiente=cozinha,ok,resolução local estática
cozinha.html,interno,comparativo-cozinha,ok,resolução local estática
cozinha.html,interno,#,controlado_por_js,indisponível até uma seleção válida
dewalt.html,interno,/,ok,resolução local estática
dewalt.html,interno,universos,ok,resolução local estática
dewalt.html,interno,ofertas,ok,resolução local estática
dewalt.html,interno,catalogo,ok,resolução local estática
dewalt.html,interno,dewalt,ok,resolução local estática
dewalt.html,interno,montar,ok,resolução local estática
dewalt.html,interno,minha-lista,ok,resolução local estática
dewalt.html,interno,carrinho,ok,resolução local estática
dewalt.html,interno,#linha,ok,fragmento na mesma página
dewalt.html,interno,catalogo,ok,resolução local estática
dewalt.html,afiliado,https://meli.la/24zmozq,estrutura_valida_destino_nao_verificado,redirecionamento externo do marketplace exige conferência fora do ambiente automatizado
dewalt.html,interno,#,controlado_por_js,indisponível até uma seleção válida
favoritos.html,interno,minha-lista?aba=favoritos,ok,resolução local estática
fones-de-ouvido.html,interno,/,ok,resolução local estática
fones-de-ouvido.html,interno,universos,ok,resolução local estática
fones-de-ouvido.html,interno,ofertas,ok,resolução local estática
fones-de-ouvido.html,interno,catalogo,ok,resolução local estática
fones-de-ouvido.html,interno,montar,ok,resolução local estática
fones-de-ouvido.html,interno,minha-lista,ok,resolução local estática
fones-de-ouvido.html,interno,carrinho,ok,resolução local estática
fones-de-ouvido.html,interno,comparativo-fones,ok,resolução local estática
fones-de-ouvido.html,interno,comparativo-fones-xiaomi,ok,resolução local estática
fones-de-ouvido.html,interno,comparativo-fones-samsung,ok,resolução local estática
fones-de-ouvido.html,interno,comparativo-fones-jbl,ok,resolução local estática
fones-de-ouvido.html,interno,comparativo-fones-apple,ok,resolução local estática
fones-de-ouvido.html,interno,comparativo-fones-qcy,ok,resolução local estática
fones-de-ouvido.html,interno,comparativo-fones,ok,resolução local estática
